phrog_id	color	annot	category
phrog_491	#ffdf59	Mu Gam-like end protection	DNA, RNA and nucleotide metabolism
phrog_492	#c9c9c9	NA	unknown function
phrog_493	#35d7ff	head-tail adaptor Ad1	connector
phrog_494	#c9c9c9	NA	unknown function
phrog_495	#c9c9c9	NA	unknown function
phrog_496	#07e9a2	tail fiber protein	tail
phrog_497	#ff59f5	toxin-antitoxin system HicB-like	moron, auxiliary metabolic gene and host takeover
phrog_498	#838383	DNA methyltransferase	other
phrog_499	#c9c9c9	NA	unknown function
phrog_500	#c9c9c9	NA	unknown function
phrog_501	#35d7ff	head closure Hc1	connector
phrog_502	#ff59f5	membrane protein	moron, auxiliary metabolic gene and host takeover
phrog_503	#c9c9c9	NA	unknown function
phrog_504	#c9c9c9	NA	unknown function
phrog_505	#838383	polynucleotide kinase	other
phrog_506	#fea328	transposase	integration and excision
phrog_507	#c9c9c9	NA	unknown function
phrog_508	#07e9a2	tail assembly chaperone	tail
phrog_509	#3e83f6	terminase small subunit	head and packaging
phrog_510	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism
phrog_511	#3e83f6	internal virion protein	head and packaging
phrog_512	#c9c9c9	NA	unknown function
phrog_513	#fea328	transposase	integration and excision
phrog_514	#3e83f6	major head protein	head and packaging
phrog_515	#838383	PetE plastocyanine	other
phrog_516	#c9c9c9	NA	unknown function
phrog_517	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_518	#a861e3	Rha-like transcriptional regulator	transcription regulation
phrog_519	#c9c9c9	NA	unknown function
phrog_520	#c9c9c9	NA	unknown function
phrog_521	#07e9a2	tail protein	tail
phrog_522	#c9c9c9	NA	unknown function
phrog_523	#07e9a2	tail collar fiber protein	tail
phrog_524	#a861e3	anti-repressor Ant	transcription regulation
phrog_525	#c9c9c9	NA	unknown function
phrog_526	#f35f49	holin	lysis
phrog_527	#c9c9c9	NA	unknown function
phrog_528	#c9c9c9	NA	unknown function
phrog_529	#07e9a2	tail fiber protein	tail
phrog_530	#3e83f6	head maturation protease	head and packaging
phrog_531	#ffdf59	Rnase H	DNA, RNA and nucleotide metabolism
phrog_532	#a861e3	late transcriptional activator	transcription regulation
phrog_533	#3e83f6	portal protein	head and packaging
phrog_534	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_535	#c9c9c9	NA	unknown function
phrog_536	#a861e3	transcriptional regulator	transcription regulation
phrog_537	#3e83f6	portal protein	head and packaging
phrog_538	#07e9a2	minor tail protein	tail
phrog_539	#fea328	excisionase	integration and excision
phrog_540	#ffdf59	nucleotide-sugar epimerase	DNA, RNA and nucleotide metabolism
phrog_541	#35d7ff	head-tail adaptor	connector
phrog_542	#c9c9c9	NA	unknown function
phrog_543	#ffdf59	DNA topoisomerase II large subunit	DNA, RNA and nucleotide metabolism
phrog_544	#3e83f6	major head protein	head and packaging
phrog_545	#c9c9c9	NA	unknown function
phrog_546	#c9c9c9	NA	unknown function
phrog_547	#838383	phosphoesterase	other
phrog_548	#ffdf59	RNA ligase	DNA, RNA and nucleotide metabolism
phrog_549	#c9c9c9	NA	unknown function
phrog_550	#a861e3	CIII anti-termination	transcription regulation
phrog_551	#ffdf59	DNA topoisomerase II	DNA, RNA and nucleotide metabolism
phrog_552	#c9c9c9	NA	unknown function
phrog_553	#07e9a2	minor tail protein	tail
phrog_554	#c9c9c9	NA	unknown function
phrog_555	#c9c9c9	NA	unknown function
phrog_556	#3e83f6	minor head protein	head and packaging
phrog_557	#838383	outer membrane protein	other
phrog_558	#c9c9c9	NA	unknown function
phrog_559	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism
phrog_560	#c9c9c9	NA	unknown function
phrog_561	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism
phrog_562	#07e9a2	RNA ligase and tail fiber protein attachment catalyst	tail
phrog_563	#3e83f6	virion structural protein	head and packaging
phrog_564	#c9c9c9	NA	unknown function
phrog_565	#f35f49	holin	lysis
phrog_566	#c9c9c9	NA	unknown function
phrog_567	#c9c9c9	NA	unknown function
phrog_568	#ffdf59	plasmid stability	DNA, RNA and nucleotide metabolism
phrog_569	#07e9a2	tail length tape measure protein	tail
phrog_570	#c9c9c9	NA	unknown function
phrog_571	#c9c9c9	NA	unknown function
phrog_572	#c9c9c9	NA	unknown function
phrog_573	#c9c9c9	NA	unknown function
phrog_574	#c9c9c9	NA	unknown function
phrog_575	#fea328	Cox-like excisionase and repressor	integration and excision
phrog_576	#07e9a2	tail fiber protein	tail
phrog_577	#ff59f5	Doc-like toxin	moron, auxiliary metabolic gene and host takeover
phrog_578	#35d7ff	head closure Hc3	connector
phrog_579	#c9c9c9	NA	unknown function
phrog_580	#c9c9c9	NA	unknown function
phrog_581	#3e83f6	minor head protein	head and packaging
phrog_582	#a861e3	Arc-like repressor	transcription regulation
phrog_583	#c9c9c9	NA	unknown function
phrog_584	#07e9a2	major tail protein	tail
phrog_585	#c9c9c9	NA	unknown function
phrog_586	#c9c9c9	NA	unknown function
phrog_587	#3e83f6	structural protein	head and packaging
phrog_588	#07e9a2	tail fiber protein and host specificity	tail
phrog_589	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism
phrog_590	#c9c9c9	NA	unknown function
phrog_591	#c9c9c9	NA	unknown function
phrog_592	#838383	thymidine kinase	other
phrog_593	#c9c9c9	NA	unknown function
phrog_594	#c9c9c9	NA	unknown function
phrog_595	#3e83f6	head maturation protease	head and packaging
phrog_596	#c9c9c9	NA	unknown function
phrog_597	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_598	#ffdf59	DNA ejection	DNA, RNA and nucleotide metabolism
phrog_599	#ff59f5	Lar-like restriction alleviation protein	moron, auxiliary metabolic gene and host takeover
phrog_600	#c9c9c9	unknown function	unknown function
phrog_601	#c9c9c9	NA	unknown function
phrog_602	#c9c9c9	NA	unknown function
phrog_603	#a861e3	transcriptional regulator	transcription regulation
phrog_604	#c9c9c9	NA	unknown function
phrog_605	#c9c9c9	NA	unknown function
phrog_606	#3e83f6	terminase small subunit	head and packaging
phrog_607	#ffdf59	exonuclease VII	DNA, RNA and nucleotide metabolism
phrog_608	#f35f49	holin	lysis
phrog_609	#f35f49	RIIB lysis inhibitor	lysis
phrog_610	#c9c9c9	NA	unknown function
phrog_611	#c9c9c9	NA	unknown function
phrog_612	#f35f49	RIIA lysis inhibitor	lysis
phrog_613	#3e83f6	head protein	head and packaging
phrog_614	#c9c9c9	NA	unknown function
phrog_615	#35d7ff	head-tail adaptor	connector
phrog_616	#c9c9c9	NA	unknown function
phrog_617	#3e83f6	major head protein	head and packaging
phrog_618	#c9c9c9	NA	unknown function
phrog_619	#838383	ribose-phosphate pyrophosphokinase	other
phrog_620	#ffdf59	ParB-like partition protein	DNA, RNA and nucleotide metabolism
phrog_621	#07e9a2	tail assembly chaperone	tail
phrog_622	#c9c9c9	unknown function	unknown function
phrog_623	#fea328	transposase	integration and excision
phrog_624	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_625	#c9c9c9	NA	unknown function
phrog_626	#ffdf59	anaerobic ribonucleotide reductase small subunit	DNA, RNA and nucleotide metabolism
phrog_627	#c9c9c9	NA	unknown function
phrog_628	#c9c9c9	NA	unknown function
phrog_629	#fea328	excisionase	integration and excision
phrog_630	#c9c9c9	NA	unknown function
phrog_631	#c9c9c9	NA	unknown function
phrog_632	#ff59f5	tellurite resistance	moron, auxiliary metabolic gene and host takeover
phrog_633	#a861e3	transcriptional regulator	transcription regulation
phrog_634	#07e9a2	baseplate hub assembly catalyst	tail
phrog_635	#f35f49	endolysin	lysis
phrog_636	#c9c9c9	NA	unknown function
phrog_637	#35d7ff	head-tail adaptor Ad3	connector
phrog_638	#a861e3	transcriptional regulator	transcription regulation
phrog_639	#a861e3	transcriptional regulator	transcription regulation
phrog_640	#c9c9c9	NA	unknown function
phrog_641	#3e83f6	terminase small subunit	head and packaging
phrog_642	#c9c9c9	NA	unknown function
phrog_643	#a861e3	transcriptional regulator	transcription regulation
phrog_644	#c9c9c9	NA	unknown function
phrog_645	#ffdf59	Rnase E	DNA, RNA and nucleotide metabolism
phrog_646	#c9c9c9	unknown function	unknown function
phrog_647	#c9c9c9	NA	unknown function
phrog_648	#3e83f6	head scaffolding protein	head and packaging
phrog_649	#c9c9c9	NA	unknown function
phrog_650	#c9c9c9	NA	unknown function
phrog_651	#3e83f6	head morphogenesis	head and packaging
phrog_652	#c9c9c9	NA	unknown function
phrog_653	#c9c9c9	NA	unknown function
phrog_654	#c9c9c9	NA	unknown function
phrog_655	#ffdf59	homing endonuclease	DNA, RNA and nucleotide metabolism
phrog_656	#ff59f5	abc2 anti-RecBCD	moron, auxiliary metabolic gene and host takeover
phrog_657	#c9c9c9	NA	unknown function
phrog_658	#c9c9c9	NA	unknown function
phrog_659	#ffdf59	Sak-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism
phrog_660	#c9c9c9	NA	unknown function
phrog_661	#c9c9c9	NA	unknown function
phrog_662	#c9c9c9	NA	unknown function
phrog_663	#3e83f6	minor head protein	head and packaging
phrog_664	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_665	#c9c9c9	NA	unknown function
phrog_666	#c9c9c9	NA	unknown function
phrog_667	#c9c9c9	NA	unknown function
phrog_668	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_669	#f35f49	endolysin	lysis
phrog_670	#f35f49	endolysin	lysis
phrog_671	#838383	nucleotide pyrophosphohydrolase	other
phrog_672	#c9c9c9	NA	unknown function
phrog_673	#3e83f6	head scaffolding protein	head and packaging
phrog_674	#c9c9c9	NA	unknown function
phrog_675	#3e83f6	terminase large subunit	head and packaging
phrog_676	#c9c9c9	NA	unknown function
phrog_677	#07e9a2	baseplate wedge tail fiber protein connector	tail
phrog_678	#ffdf59	replication initiation O-like	DNA, RNA and nucleotide metabolism
phrog_679	#35d7ff	head closure Hc2	connector
phrog_680	#07e9a2	tail length tape measure protein	tail
phrog_681	#ffdf59	endonuclease	DNA, RNA and nucleotide metabolism
phrog_682	#c9c9c9	NA	unknown function
phrog_683	#c9c9c9	NA	unknown function
phrog_684	#3e83f6	virion structural protein	head and packaging
phrog_685	#c9c9c9	NA	unknown function
phrog_686	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_687	#3e83f6	structural protein	head and packaging
phrog_688	#fea328	transposase	integration and excision
phrog_689	#f35f49	holin	lysis
phrog_690	#c9c9c9	NA	unknown function
phrog_691	#ffdf59	partition protein	DNA, RNA and nucleotide metabolism
phrog_692	#3e83f6	virion structural protein	head and packaging
phrog_693	#07e9a2	tail fiber protein	tail
phrog_694	#07e9a2	baseplate hub and tail lysozyme	tail
phrog_695	#ffdf59	DNA polymerase/primase	DNA, RNA and nucleotide metabolism
phrog_696	#3e83f6	major head protein	head and packaging
phrog_697	#3e83f6	structural protein	head and packaging
phrog_698	#c9c9c9	NA	unknown function
phrog_699	#c9c9c9	NA	unknown function
phrog_700	#f35f49	endolysin	lysis
phrog_701	#3e83f6	virion structural protein	head and packaging
phrog_702	#ffdf59	replication protein	DNA, RNA and nucleotide metabolism
phrog_703	#c9c9c9	NA	unknown function
phrog_704	#ffdf59	DNA repair exonuclease	DNA, RNA and nucleotide metabolism
phrog_705	#c9c9c9	NA	unknown function
phrog_706	#c9c9c9	NA	unknown function
phrog_707	#c9c9c9	NA	unknown function
phrog_708	#07e9a2	baseplate wedge subunit	tail
phrog_709	#c9c9c9	NA	unknown function
phrog_710	#c9c9c9	NA	unknown function
phrog_711	#c9c9c9	NA	unknown function
phrog_712	#c9c9c9	NA	unknown function
phrog_713	#ffdf59	DNA replication initiation	DNA, RNA and nucleotide metabolism
phrog_714	#c9c9c9	NA	unknown function
phrog_715	#838383	MazG-like pyrophosphatase	other
phrog_716	#838383	Na/K ATPase	other
phrog_717	#c9c9c9	NA	unknown function
phrog_718	#c9c9c9	NA	unknown function
phrog_719	#07e9a2	baseplate wedge subunit	tail
phrog_720	#fea328	transposase	integration and excision
phrog_721	#c9c9c9	NA	unknown function
phrog_722	#c9c9c9	NA	unknown function
phrog_723	#ffdf59	ParB-like partition protein	DNA, RNA and nucleotide metabolism
phrog_724	#ffdf59	exonuclease recombination-associated	DNA, RNA and nucleotide metabolism
phrog_725	#a861e3	CII-like regulator	transcription regulation
phrog_726	#c9c9c9	NA	unknown function
phrog_727	#c9c9c9	NA	unknown function
phrog_728	#c9c9c9	NA	unknown function
phrog_729	#838383	cold shock protein	other
phrog_730	#c9c9c9	NA	unknown function
phrog_731	#c9c9c9	NA	unknown function
phrog_732	#07e9a2	minor tail protein	tail
phrog_733	#fea328	excisionase	integration and excision
phrog_734	#c9c9c9	NA	unknown function
phrog_735	#3e83f6	terminase small subunit	head and packaging
phrog_736	#c9c9c9	NA	unknown function
phrog_737	#07e9a2	minor tail protein	tail
phrog_738	#c9c9c9	NA	unknown function
phrog_739	#f35f49	Rz-like spanin	lysis
phrog_740	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism
phrog_741	#c9c9c9	NA	unknown function
phrog_742	#838383	acetyltransferase	other
phrog_743	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_744	#c9c9c9	NA	unknown function
phrog_745	#c9c9c9	NA	unknown function
phrog_746	#07e9a2	minor tail protein	tail
phrog_747	#c9c9c9	NA	unknown function
phrog_748	#35d7ff	head-tail connector protein	connector
phrog_749	#c9c9c9	NA	unknown function
phrog_750	#c9c9c9	NA	unknown function
phrog_751	#c9c9c9	NA	unknown function
phrog_752	#3e83f6	major head protein	head and packaging
phrog_753	#a861e3	anti-termination protein Q-like	transcription regulation
phrog_754	#07e9a2	minor tail protein	tail
phrog_755	#ffdf59	RNA ligase	DNA, RNA and nucleotide metabolism
phrog_756	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_757	#838383	DNA methyltransferase	other
phrog_758	#3e83f6	head morphogenesis	head and packaging
phrog_759	#838383	tail associated cell-wall hydrolase	other
phrog_760	#c9c9c9	NA	unknown function
phrog_761	#838383	thymidylate kinase	other
phrog_762	#c9c9c9	NA	unknown function
phrog_763	#35d7ff	head-tail adaptor	connector
phrog_764	#838383	cytidyltransferase	other
phrog_765	#c9c9c9	NA	unknown function
phrog_766	#3e83f6	head decoration	head and packaging
phrog_767	#838383	cAMP phosphodiesterase	other
phrog_768	#ffdf59	DprA-like DNA recombination-mediator protein	DNA, RNA and nucleotide metabolism
phrog_769	#a861e3	transcriptional repressor	transcription regulation
phrog_770	#838383	DNA transfer protein	other
phrog_771	#3e83f6	virion structural protein	head and packaging
phrog_772	#07e9a2	tail fiber protein	tail
phrog_773	#3e83f6	major head protein	head and packaging
phrog_774	#c9c9c9	NA	unknown function
phrog_775	#ffdf59	replication helicase	DNA, RNA and nucleotide metabolism
phrog_776	#3e83f6	portal protein	head and packaging
phrog_777	#3e83f6	major head protein	head and packaging
phrog_778	#07e9a2	tail assembly protein	tail
phrog_779	#c9c9c9	NA	unknown function
phrog_780	#c9c9c9	NA	unknown function
phrog_781	#c9c9c9	NA	unknown function
phrog_782	#c9c9c9	NA	unknown function
phrog_783	#35d7ff	head-tail adaptor	connector
phrog_784	#c9c9c9	NA	unknown function
phrog_785	#f35f49	holin	lysis
phrog_786	#c9c9c9	NA	unknown function
phrog_787	#c9c9c9	NA	unknown function
phrog_788	#07e9a2	tail protein	tail
phrog_789	#838383	esterase/lipase	other
phrog_790	#f35f49	endolysin	lysis
phrog_791	#c9c9c9	NA	unknown function
phrog_792	#07e9a2	major tail protein	tail
phrog_793	#35d7ff	head-tail adaptor	connector
phrog_794	#07e9a2	tail length tape measure protein	tail
phrog_795	#838383	partition protein ATPase	other
phrog_796	#c9c9c9	NA	unknown function
phrog_797	#c9c9c9	NA	unknown function
phrog_798	#c9c9c9	NA	unknown function
phrog_799	#838383	DNA methyltransferase	other
phrog_800	#3e83f6	terminase small subunit	head and packaging
phrog_801	#ffdf59	dATP / dGTP pyrophosphohydrolase	DNA, RNA and nucleotide metabolism
phrog_802	#ff59f5	Alt-like RNA polymerase ADP-ribosyltransferase	moron, auxiliary metabolic gene and host takeover
phrog_803	#ff59f5	host nuclease inhibitor	moron, auxiliary metabolic gene and host takeover
phrog_804	#c9c9c9	NA	unknown function
phrog_805	#3e83f6	internal virion protein	head and packaging
phrog_806	#c9c9c9	NA	unknown function
phrog_807	#07e9a2	major tail protein with Ig-like domain	tail
phrog_808	#c9c9c9	NA	unknown function
phrog_809	#a861e3	transcriptional regulator	transcription regulation
phrog_810	#c9c9c9	NA	unknown function
phrog_811	#ffdf59	UmuD-like protein	DNA, RNA and nucleotide metabolism
phrog_812	#f35f49	Rz-like spanin	lysis
phrog_813	#35d7ff	head-tail adaptor	connector
phrog_814	#c9c9c9	NA	unknown function
phrog_815	#c9c9c9	NA	unknown function
phrog_816	#ff59f5	cell division inhibitor	moron, auxiliary metabolic gene and host takeover
phrog_817	#07e9a2	tail fiber protein	tail
phrog_818	#c9c9c9	NA	unknown function
phrog_819	#07e9a2	tail protein	tail
phrog_820	#07e9a2	major tail protein	tail
phrog_821	#a861e3	transcriptional regulator	transcription regulation
phrog_822	#f35f49	amidase	lysis
phrog_823	#c9c9c9	NA	unknown function
phrog_824	#c9c9c9	NA	unknown function
phrog_825	#c9c9c9	NA	unknown function
phrog_826	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism
phrog_827	#ffdf59	Holliday junction resolvase	DNA, RNA and nucleotide metabolism
phrog_828	#c9c9c9	NA	unknown function
phrog_829	#c9c9c9	NA	unknown function
phrog_830	#35d7ff	head-tail connector protein	connector
phrog_831	#c9c9c9	NA	unknown function
phrog_832	#ffdf59	RNA polymerase ADP-ribosylase	DNA, RNA and nucleotide metabolism
phrog_833	#f35f49	endolysin	lysis
phrog_834	#c9c9c9	NA	unknown function
phrog_835	#c9c9c9	NA	unknown function
phrog_836	#a861e3	late transcriptional activator	transcription regulation
phrog_837	#07e9a2	minor tail protein	tail
phrog_838	#c9c9c9	NA	unknown function
phrog_839	#c9c9c9	NA	unknown function
phrog_840	#3e83f6	major head protein	head and packaging
